id,category,english,amharic,amharicTranslit,afaanOromo,oromoPronunciation,context,exampleEn,difficulty,tags,reviewStatus
ethio-0749,Useful Phrases,I want map,ካርታ እፈልጋለሁ,karta ifeligalehu,kaartaa nan barbaada,kaartaa nan barbaada,requesting map; travel directions and navigation,Use 'I want map' in requesting map; travel directions and navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0750,Useful Phrases,I need map,ካርታ ያስፈልገኛል,karta yasfelgeñal,kaartaa na barbaachisa,kaartaa na barbaachisa,explaining that map is needed; travel directions and navigation,Use 'I need map' in explaining that map is needed; travel directions and navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0751,Useful Phrases,where is the map,ካርታ የት ነው,karta yet new,kaartaa eessa jira,kaartaa eessa jira,asking location of map; travel directions and navigation,Use 'where is the map' in asking location of map; travel directions and navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0752,Useful Phrases,how much is the map,ካርታ ስንት ነው,karta sint new,kaartaa meeqa,kaartaa meeqa,asking price or cost of map; travel directions and navigation,Use 'how much is the map' in asking price or cost of map; travel directions and navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0753,Useful Phrases,please give me map,ካርታ እባክዎ ይስጡኝ,karta ibakwo yistugn,kaartaa maaloo naaf kenni,kaartaa maaloo naaf kenni,polite request for map; travel directions and navigation,Use 'please give me map' in polite request for map; travel directions and navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0754,Useful Phrases,the map is not working,ካርታ አይሰራም,karta ayiseram,kaartaa hin hojjetu,kaartaa hin hojjetu,reporting a problem with map; travel directions and navigation,Use 'the map is not working' in reporting a problem with map; travel directions and navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0755,Useful Phrases,I want souvenir,ማስታወሻ እፈልጋለሁ,mastawesha ifeligalehu,yaadannoo nan barbaada,yaadannoo nan barbaada,requesting souvenir; shopping gifts during travel,Use 'I want souvenir' in requesting souvenir; shopping gifts during travel.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0756,Useful Phrases,I need souvenir,ማስታወሻ ያስፈልገኛል,mastawesha yasfelgeñal,yaadannoo na barbaachisa,yaadannoo na barbaachisa,explaining that souvenir is needed; shopping gifts during travel,Use 'I need souvenir' in explaining that souvenir is needed; shopping gifts during travel.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0757,Useful Phrases,where is the souvenir,ማስታወሻ የት ነው,mastawesha yet new,yaadannoo eessa jira,yaadannoo eessa jira,asking location of souvenir; shopping gifts during travel,Use 'where is the souvenir' in asking location of souvenir; shopping gifts during travel.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0758,Useful Phrases,how much is the souvenir,ማስታወሻ ስንት ነው,mastawesha sint new,yaadannoo meeqa,yaadannoo meeqa,asking price or cost of souvenir; shopping gifts during travel,Use 'how much is the souvenir' in asking price or cost of souvenir; shopping gifts during travel.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0759,Useful Phrases,please give me souvenir,ማስታወሻ እባክዎ ይስጡኝ,mastawesha ibakwo yistugn,yaadannoo maaloo naaf kenni,yaadannoo maaloo naaf kenni,polite request for souvenir; shopping gifts during travel,Use 'please give me souvenir' in polite request for souvenir; shopping gifts during travel.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0760,Useful Phrases,the souvenir is not working,ማስታወሻ አይሰራም,mastawesha ayiseram,yaadannoo hin hojjetu,yaadannoo hin hojjetu,reporting a problem with souvenir; shopping gifts during travel,Use 'the souvenir is not working' in reporting a problem with souvenir; shopping gifts during travel.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0761,Useful Phrases,I want museum,ሙዚየም እፈልጋለሁ,muziem ifeligalehu,muuziyeemii nan barbaada,muziyemii nan barbaada,"requesting museum; tourism, history, and culture","Use 'I want museum' in requesting museum; tourism, history, and culture.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0762,Useful Phrases,I need museum,ሙዚየም ያስፈልገኛል,muziem yasfelgeñal,muuziyeemii na barbaachisa,muziyemii na barbaachisa,"explaining that museum is needed; tourism, history, and culture","Use 'I need museum' in explaining that museum is needed; tourism, history, and culture.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0763,Useful Phrases,where is the museum,ሙዚየም የት ነው,muziem yet new,muuziyeemii eessa jira,muziyemii eessa jira,"asking location of museum; tourism, history, and culture","Use 'where is the museum' in asking location of museum; tourism, history, and culture.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0764,Useful Phrases,how much is the museum,ሙዚየም ስንት ነው,muziem sint new,muuziyeemii meeqa,muziyemii meeqa,"asking price or cost of museum; tourism, history, and culture","Use 'how much is the museum' in asking price or cost of museum; tourism, history, and culture.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0765,Useful Phrases,please give me museum,ሙዚየም እባክዎ ይስጡኝ,muziem ibakwo yistugn,muuziyeemii maaloo naaf kenni,muziyemii maaloo naaf kenni,"polite request for museum; tourism, history, and culture","Use 'please give me museum' in polite request for museum; tourism, history, and culture.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0766,Useful Phrases,the museum is not working,ሙዚየም አይሰራም,muziem ayiseram,muuziyeemii hin hojjetu,muziyemii hin hojjetu,"reporting a problem with museum; tourism, history, and culture","Use 'the museum is not working' in reporting a problem with museum; tourism, history, and culture.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0767,Useful Phrases,I want park,ፓርክ እፈልጋለሁ,park ifeligalehu,paarkii nan barbaada,paarkii nan barbaada,requesting park; recreation and city navigation,Use 'I want park' in requesting park; recreation and city navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0768,Useful Phrases,I need park,ፓርክ ያስፈልገኛል,park yasfelgeñal,paarkii na barbaachisa,paarkii na barbaachisa,explaining that park is needed; recreation and city navigation,Use 'I need park' in explaining that park is needed; recreation and city navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0769,Useful Phrases,where is the park,ፓርክ የት ነው,park yet new,paarkii eessa jira,paarkii eessa jira,asking location of park; recreation and city navigation,Use 'where is the park' in asking location of park; recreation and city navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0770,Useful Phrases,how much is the park,ፓርክ ስንት ነው,park sint new,paarkii meeqa,paarkii meeqa,asking price or cost of park; recreation and city navigation,Use 'how much is the park' in asking price or cost of park; recreation and city navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0771,Useful Phrases,please give me park,ፓርክ እባክዎ ይስጡኝ,park ibakwo yistugn,paarkii maaloo naaf kenni,paarkii maaloo naaf kenni,polite request for park; recreation and city navigation,Use 'please give me park' in polite request for park; recreation and city navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0772,Useful Phrases,the park is not working,ፓርክ አይሰራም,park ayiseram,paarkii hin hojjetu,paarkii hin hojjetu,reporting a problem with park; recreation and city navigation,Use 'the park is not working' in reporting a problem with park; recreation and city navigation.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0773,Useful Phrases,I want beach,ባህር ዳርቻ እፈልጋለሁ,bahir darcha ifeligalehu,qarqara galaanaa nan barbaada,qarqara galaanaa nan barbaada,requesting beach; travel and nature situations,Use 'I want beach' in requesting beach; travel and nature situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0774,Useful Phrases,I need beach,ባህር ዳርቻ ያስፈልገኛል,bahir darcha yasfelgeñal,qarqara galaanaa na barbaachisa,qarqara galaanaa na barbaachisa,explaining that beach is needed; travel and nature situations,Use 'I need beach' in explaining that beach is needed; travel and nature situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0775,Useful Phrases,where is the beach,ባህር ዳርቻ የት ነው,bahir darcha yet new,qarqara galaanaa eessa jira,qarqara galaanaa eessa jira,asking location of beach; travel and nature situations,Use 'where is the beach' in asking location of beach; travel and nature situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0776,Useful Phrases,how much is the beach,ባህር ዳርቻ ስንት ነው,bahir darcha sint new,qarqara galaanaa meeqa,qarqara galaanaa meeqa,asking price or cost of beach; travel and nature situations,Use 'how much is the beach' in asking price or cost of beach; travel and nature situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0777,Useful Phrases,please give me beach,ባህር ዳርቻ እባክዎ ይስጡኝ,bahir darcha ibakwo yistugn,qarqara galaanaa maaloo naaf kenni,qarqara galaanaa maaloo naaf kenni,polite request for beach; travel and nature situations,Use 'please give me beach' in polite request for beach; travel and nature situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0778,Useful Phrases,the beach is not working,ባህር ዳርቻ አይሰራም,bahir darcha ayiseram,qarqara galaanaa hin hojjetu,qarqara galaanaa hin hojjetu,reporting a problem with beach; travel and nature situations,Use 'the beach is not working' in reporting a problem with beach; travel and nature situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0779,Useful Phrases,I want mountain,ተራራ እፈልጋለሁ,terara ifeligalehu,gaara nan barbaada,gaara nan barbaada,"requesting mountain; nature, trekking, and travel","Use 'I want mountain' in requesting mountain; nature, trekking, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0780,Useful Phrases,I need mountain,ተራራ ያስፈልገኛል,terara yasfelgeñal,gaara na barbaachisa,gaara na barbaachisa,"explaining that mountain is needed; nature, trekking, and travel","Use 'I need mountain' in explaining that mountain is needed; nature, trekking, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0781,Useful Phrases,where is the mountain,ተራራ የት ነው,terara yet new,gaara eessa jira,gaara eessa jira,"asking location of mountain; nature, trekking, and travel","Use 'where is the mountain' in asking location of mountain; nature, trekking, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0782,Useful Phrases,how much is the mountain,ተራራ ስንት ነው,terara sint new,gaara meeqa,gaara meeqa,"asking price or cost of mountain; nature, trekking, and travel","Use 'how much is the mountain' in asking price or cost of mountain; nature, trekking, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0783,Useful Phrases,please give me mountain,ተራራ እባክዎ ይስጡኝ,terara ibakwo yistugn,gaara maaloo naaf kenni,gaara maaloo naaf kenni,"polite request for mountain; nature, trekking, and travel","Use 'please give me mountain' in polite request for mountain; nature, trekking, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
